order_id,customer_id,region,status,order_date
ORD00423,CUST0261,South,SHIPPED,29-07-2024 10:27:37
ORD00424,CUST0124,West,SHIPPED,2026-03-03 20:08:59
ORD00425,CUST0469,South,DELIVERED,2026-04-11 23:59:17
ORD00426,CUST0111,West,PLACED,2025-12-30 07:12:53
ORD00427,CUST0127,West,CANCELLED,2026-04-12 07:23:55
ORD00428,CUST0517,South,CANCELLED,2025-02-11 22:07:52
ORD00429,CUST0005,North,RETURNED,2026-06-26 11:24:30
ORD00430,CUST0444,West,RETURNED,2025-09-15 14:56:48
ORD00431,CUST0182,South,SHIPPED,2025-08-13 16:42:31
ORD00432,CUST0107,West,RETURNED,2025-09-17 16:31:53
ORD00433,CUST0330,West,CANCELLED,2025-09-28 19:56:37
ORD00434,CUST0255,East,CANCELLED,2026-07-01 18:21:46
ORD00435,CUST0352,East,CANCELLED,2025-09-29 13:32:03
ORD00436,CUST0137,South,CANCELLED,2024-11-09 18:00:36
ORD00437,CUST0525,East,RETURNED,2024-09-23 19:33:25
ORD00438,CUST0322,South,SHIPPED,2024-08-10 21:22:23
ORD00439,CUST0215,East,DELIVERED,2025-07-05 03:49:57
ORD00440,CUST0136,South,RETURNED,2025-04-14 19:49:16
ORD00441,CUST0556,East,PLACED,2024-11-10 19:57:53
ORD00442,CUST0361,West,RETURNED,2024-10-28 02:01:59
ORD00443,CUST0585,West,RETURNED,2025-02-03 09:39:18
ORD00444,CUST0293,West,PLACED,2025-04-23 16:50:18
ORD00445,CUST0536,North,PLACED,2026-06-03 13:44:09
ORD00446,CUST0391,South,PLACED,07-10-2025 18:05:11
ORD00447,CUST0058,South,DELIVERED,2025-01-22 15:35:16
ORD00448,CUST0165,East,DELIVERED,2025-01-09 13:14:35
ORD00449,CUST0150,North,DELIVERED,2025-01-27 14:38:55
ORD00450,CUST0209,North,DELIVERED,2026-04-03 13:26:13
ORD00451,CUST0464,North,RETURNED,2025-03-02 19:57:38
ORD00452,CUST0576,South,RETURNED,2024-09-21 23:09:11
ORD00453,CUST0399,South,RETURNED,28-09-2025 16:34:08
ORD00454,,North,CANCELLED,2025-05-19 02:41:49
ORD00455,CUST0397,West,DELIVERED,2025-09-27 14:03:24
ORD00456,CUST0566,North,PLACED,25-06-2026 12:28:28
ORD00457,CUST0258,South,RETURNED,2024-12-28 11:14:31
ORD00458,CUST0454,South,DELIVERED,2026-02-02 21:37:37
ORD00459,CUST0560,South,SHIPPED,2024-09-10 13:03:32
ORD00460,CUST0302,West,SHIPPED,2026-01-25 14:26:10
ORD00461,CUST0077,South,SHIPPED,2025-03-21 18:36:57
ORD00462,CUST0527,North,CANCELLED,2026-03-20 10:43:22
ORD00463,CUST0042,West,DELIVERED,2025-07-22 08:59:16
ORD00464,CUST0570,East,SHIPPED,2024-11-23 21:03:12
ORD00465,CUST0165,East,PLACED,2025-07-26 20:02:57
ORD00466,CUST0339,West,SHIPPED,2026-04-14 22:10:43
ORD00467,CUST0041,South,DELIVERED,2026-06-10 20:56:28
ORD00468,CUST0053,East,CANCELLED,30-12-2025 04:54:06
ORD00469,CUST0587,East,PLACED,2026-01-09 11:57:06
ORD00470,CUST0326,South,SHIPPED,2025-10-03 03:40:08
ORD00471,CUST0534,North,RETURNED,2026-04-10 02:47:21
ORD00472,CUST0164,West,RETURNED,2026-06-17 13:50:42
ORD00473,CUST0550,West,PLACED,2024-09-24 15:37:56
ORD00474,CUST0358,South,SHIPPED,2025-10-17 21:49:52
ORD00475,CUST0340,East,DELIVERED,2025-11-23 10:24:41
ORD00476,CUST0301,South,RETURNED,2025-03-02 21:39:13
ORD00477,CUST0544,West,RETURNED,2024-08-10 14:34:28
ORD00478,CUST0010,North,DELIVERED,2026-01-31 04:49:06
ORD00479,CUST0457,South,RETURNED,01-04-2026 10:29:20
ORD00480,CUST0250,North,DELIVERED,2025-10-03 04:37:27
ORD00481,CUST0391,North,CANCELLED,2025-05-04 22:27:09
ORD00482,CUST0263,East,PLACED,2024-09-11 12:50:31
ORD00483,CUST0530,East,RETURNED,2026-03-10 12:26:38
ORD00484,CUST0521,West,CANCELLED,2024-08-25 00:23:32
ORD00485,,East,SHIPPED,2026-06-28 14:50:51
ORD00486,CUST0329,North,PLACED,2026-03-03 08:33:47
ORD00487,CUST0172,North,PLACED,2025-03-29 07:23:32
ORD00488,CUST0216,South,CANCELLED,08-04-2025 19:48:23
ORD00489,CUST0107,South,RETURNED,2026-05-26 22:26:18
ORD00490,CUST0446,North,SHIPPED,2026-04-08 06:32:34
ORD00491,CUST0025,West,DELIVERED,2025-06-14 21:56:17
ORD00492,CUST0039,North,PLACED,2025-06-01 02:26:41
ORD00493,CUST0056,South,DELIVERED,2026-07-05 02:57:40
ORD00494,CUST0572,North,RETURNED,17-05-2026 15:27:42
ORD00495,CUST0234,East,CANCELLED,2024-10-14 04:57:20
ORD00496,CUST0398,West,CANCELLED,2026-05-19 03:54:47
ORD00497,CUST0444,East,PLACED,2026-03-02 23:01:44
ORD00498,CUST0399,North,RETURNED,2025-01-04 16:14:28
ORD00499,CUST0007,North,RETURNED,2026-02-13 07:39:28
ORD00500,CUST0047,North,DELIVERED,2025-12-01 14:36:12
ORD00501,CUST0515,North,DELIVERED,2026-05-03 09:20:17
ORD00502,CUST0309,North,DELIVERED,2025-10-23 09:38:01
ORD00503,CUST0449,West,CANCELLED,2026-07-03 21:16:02
ORD00504,CUST0032,West,SHIPPED,2024-07-21 11:04:11
ORD00505,CUST0547,South,SHIPPED,2025-11-16 22:25:46
ORD00506,CUST0401,East,SHIPPED,2026-03-08 10:03:03
ORD00507,CUST0306,East,PLACED,2025-11-15 14:51:38
ORD00508,CUST0567,South,PLACED,2025-05-05 15:59:28
ORD00509,CUST0043,North,RETURNED,2024-08-23 14:56:08
ORD00510,CUST0404,North,DELIVERED,2025-03-06 07:29:30
ORD00511,CUST0216,East,SHIPPED,2025-08-23 21:07:54
ORD00512,CUST0423,South,SHIPPED,2024-08-13 13:36:37
ORD00513,CUST0189,South,RETURNED,2025-03-17 14:24:33
ORD00514,CUST0259,South,PLACED,2025-09-04 22:56:13
ORD00515,CUST0186,North,RETURNED,2025-09-24 08:39:25
ORD00516,CUST0473,North,DELIVERED,2024-11-05 18:17:28
ORD00517,CUST0069,East,PLACED,2025-03-23 10:30:02
ORD00518,CUST0203,West,DELIVERED,2025-08-06 19:21:44
ORD00519,CUST0366,South,SHIPPED,2026-01-05 13:16:04
ORD00520,CUST0103,East,RETURNED,2024-12-31 01:52:30
ORD00521,CUST0072,South,DELIVERED,2024-11-08 13:43:32
ORD00522,CUST0498,West,DELIVERED,2024-08-20 19:40:30
ORD00523,CUST0314,South,RETURNED,2025-12-17 19:23:18
ORD00524,CUST0581,East,DELIVERED,2026-01-31 19:31:49
ORD00525,CUST0439,South,PLACED,2025-05-13 17:46:54
ORD00526,CUST0321,South,SHIPPED,2025-06-23 16:48:22
ORD00527,CUST0447,East,DELIVERED,2026-02-17 07:52:33
ORD00528,CUST0138,East,CANCELLED,2025-10-17 19:59:08
ORD00529,CUST0474,West,DELIVERED,2025-10-02 09:26:42
ORD00530,CUST0313,West,RETURNED,2025-08-08 14:45:16
ORD00531,CUST0112,South,RETURNED,2024-09-20 13:11:07
ORD00532,CUST0084,East,SHIPPED,2025-01-01 01:53:37
ORD00533,CUST0552,South,DELIVERED,2025-06-13 01:46:55
ORD00534,CUST0079,North,PLACED,2025-02-22 15:51:52
ORD00535,CUST0520,North,RETURNED,2026-03-15 08:53:06
ORD00536,CUST0593,West,RETURNED,14-05-2025 20:37:11
ORD00537,,North,RETURNED,04-11-2024 13:04:07
ORD00538,CUST0267,West,SHIPPED,2024-10-23 06:05:59
ORD00539,CUST0375,West,SHIPPED,2025-03-30 16:32:47
ORD00540,,South,CANCELLED,2024-09-14 16:40:11
ORD00541,CUST0514,North,CANCELLED,2025-07-17 04:29:28
ORD00542,CUST0373,North,SHIPPED,2025-09-29 10:20:31
ORD00543,CUST0170,South,CANCELLED,2026-02-11 11:35:48
ORD00544,CUST0164,South,RETURNED,2024-08-19 21:08:34
ORD00545,CUST0580,South,CANCELLED,2025-09-11 08:13:08
ORD00546,CUST0368,North,SHIPPED,2025-05-18 15:22:57
ORD00547,CUST0500,South,PLACED,01-02-2025 12:21:10
ORD00548,CUST0271,East,SHIPPED,2024-09-16 15:54:17
ORD00549,CUST0044,South,RETURNED,2025-05-18 02:59:59
ORD00550,CUST0370,West,CANCELLED,2025-08-06 08:34:42
ORD00551,CUST0466,North,PLACED,2025-06-15 01:25:07
ORD00552,CUST0332,North,RETURNED,2026-03-05 15:03:48
ORD00553,CUST0281,East,RETURNED,05-01-2026 15:10:00
ORD00554,CUST0558,South,CANCELLED,21-10-2024 20:17:12
ORD00555,CUST0388,East,RETURNED,2026-02-24 11:14:26
ORD00556,CUST0080,East,CANCELLED,2024-10-25 08:05:26
ORD00557,CUST0229,West,DELIVERED,2025-07-21 02:57:45
ORD00558,CUST0354,West,CANCELLED,2025-09-19 23:57:14
ORD00559,CUST0007,South,CANCELLED,2024-12-13 10:55:41
ORD00560,CUST0170,South,PLACED,2025-07-26 12:18:27
ORD00561,CUST0527,East,SHIPPED,2025-05-15 15:11:38
ORD00562,,South,SHIPPED,01-12-2025 04:42:34
ORD00563,CUST0371,North,SHIPPED,2025-09-29 08:17:36
ORD00564,CUST0425,East,PLACED,2024-12-11 21:28:24
ORD00565,CUST0494,West,CANCELLED,2025-09-21 10:50:23
ORD00566,CUST0216,South,CANCELLED,2025-11-03 00:55:50
ORD00567,CUST0023,South,PLACED,2026-02-03 23:45:30
ORD00568,CUST0131,South,SHIPPED,2025-08-23 18:36:16
ORD00569,CUST0525,North,RETURNED,2025-01-19 20:16:21
ORD00570,CUST0151,North,SHIPPED,2025-01-16 18:59:53
ORD00571,CUST0265,South,RETURNED,2024-09-06 05:27:29
ORD00572,CUST0416,North,DELIVERED,2025-02-04 09:18:33
ORD00573,CUST0088,South,CANCELLED,2026-03-07 21:59:42
ORD00574,CUST0483,West,SHIPPED,2025-06-11 14:55:25
ORD00575,CUST0225,West,RETURNED,2025-03-20 18:44:50
ORD00576,CUST0147,South,RETURNED,2025-12-26 10:21:30
ORD00577,CUST0524,East,SHIPPED,2026-06-30 09:05:59
ORD00578,CUST0351,West,RETURNED,02-10-2025 23:40:32
ORD00579,CUST0071,South,CANCELLED,2024-09-20 04:04:58
ORD00580,CUST0395,South,PLACED,2024-10-07 23:37:34
ORD00581,CUST0017,South,RETURNED,2025-12-16 08:11:58
ORD00582,CUST0517,West,SHIPPED,2025-05-29 19:38:44
ORD00583,CUST0099,South,CANCELLED,2025-06-06 13:17:11
ORD00584,CUST0040,North,PLACED,2025-04-22 06:59:59
ORD00585,CUST0494,South,RETURNED,2025-04-09 02:50:47
ORD00586,CUST0553,North,CANCELLED,2024-12-07 12:54:13
ORD00587,CUST0535,West,DELIVERED,2025-03-18 16:54:50
ORD00588,CUST0045,West,SHIPPED,2025-04-06 04:19:38
ORD00589,CUST0494,West,DELIVERED,2025-10-16 20:35:23
ORD00590,CUST0590,North,CANCELLED,2025-12-03 15:38:34
ORD00591,CUST0138,East,CANCELLED,2024-07-31 09:09:55
ORD00592,CUST0239,North,DELIVERED,2026-03-02 09:49:00
ORD00593,CUST0557,West,DELIVERED,2025-03-06 08:09:09
ORD00594,CUST0194,North,PLACED,2024-11-21 01:03:51
ORD00595,CUST0592,North,RETURNED,2025-04-10 05:06:13
ORD00596,CUST0008,West,SHIPPED,2025-11-03 05:06:33
ORD00597,CUST0324,West,DELIVERED,2026-04-11 17:21:15
ORD00598,CUST0110,South,CANCELLED,2026-03-28 03:07:12
ORD00599,CUST0600,East,DELIVERED,2025-06-21 01:18:40
ORD00600,CUST0549,West,RETURNED,2025-11-08 14:52:29
ORD00601,CUST0375,East,CANCELLED,2024-11-02 20:10:15
ORD00602,CUST0209,West,RETURNED,2025-06-19 16:45:03
ORD00603,CUST0571,West,SHIPPED,2024-08-16 10:29:44
ORD00604,CUST0380,West,DELIVERED,2026-06-30 10:30:01
ORD00605,CUST0315,East,CANCELLED,2026-04-09 01:44:51
ORD00606,CUST0142,North,SHIPPED,09-01-2025 22:28:44
ORD00607,CUST0458,South,PLACED,2024-12-14 16:19:10
ORD00608,CUST0220,West,DELIVERED,2025-12-26 21:56:22
ORD00609,CUST0564,North,SHIPPED,2025-04-28 22:26:31
ORD00610,CUST0399,North,PLACED,2024-11-10 17:48:16
ORD00611,CUST0149,West,RETURNED,2026-02-21 03:05:56
ORD00612,CUST0446,North,PLACED,29-01-2026 09:53:41
ORD00613,CUST0270,South,DELIVERED,2026-05-05 22:35:36
ORD00614,CUST0082,North,CANCELLED,2024-09-17 05:36:52
ORD00615,CUST0411,East,RETURNED,2024-10-07 20:40:42
ORD00616,CUST0059,South,CANCELLED,2026-02-07 00:43:06
ORD00617,CUST0450,North,SHIPPED,2024-08-23 22:34:47
ORD00618,CUST0531,East,SHIPPED,2025-01-17 08:39:58
ORD00619,CUST0035,South,RETURNED,2025-11-06 22:14:31
ORD00620,CUST0174,North,DELIVERED,2026-07-02 09:24:40
ORD00621,CUST0245,North,SHIPPED,2024-11-04 06:49:03
ORD00622,CUST0089,East,CANCELLED,2026-05-18 08:38:06
ORD00623,CUST0362,West,CANCELLED,2026-04-20 03:48:44
ORD00624,CUST0206,North,PLACED,2026-04-10 14:19:21
ORD00625,CUST0093,East,RETURNED,2025-02-21 00:45:22
ORD00626,CUST0597,East,DELIVERED,2024-07-23 05:55:28
ORD00627,CUST0284,South,RETURNED,2025-04-05 04:57:34
ORD00628,CUST0200,West,CANCELLED,2026-01-02 11:11:52
ORD00629,CUST0589,North,DELIVERED,2026-03-29 06:47:52
ORD00630,CUST0180,West,RETURNED,2024-10-07 00:17:22
ORD00631,CUST0110,North,RETURNED,2025-03-06 13:43:48
ORD00632,CUST0302,East,PLACED,2025-06-27 03:40:23
ORD00633,,East,RETURNED,2025-07-13 13:32:29
ORD00634,CUST0589,East,CANCELLED,2024-07-30 05:58:23
ORD00635,CUST0387,West,SHIPPED,2025-03-27 08:32:52
ORD00636,CUST0348,West,CANCELLED,2024-12-21 22:08:15
ORD00637,CUST0029,West,PLACED,2026-02-07 08:45:33
ORD00638,CUST0265,North,CANCELLED,2025-09-03 11:03:58
ORD00639,CUST0226,South,DELIVERED,2024-12-24 03:33:34
ORD00640,CUST0423,East,RETURNED,2024-12-17 21:03:00
ORD00641,CUST0549,North,DELIVERED,2025-09-10 00:00:11
ORD00642,,East,PLACED,2025-08-23 00:18:01
ORD00643,CUST0409,East,PLACED,2026-02-15 09:33:04
ORD00644,CUST0568,South,CANCELLED,2025-01-29 11:39:07
ORD00645,CUST0322,East,SHIPPED,2025-09-11 20:17:31
ORD00646,CUST0588,East,SHIPPED,2025-07-22 18:10:51
ORD00647,CUST0195,West,SHIPPED,08-11-2025 12:15:43
ORD00648,CUST0241,South,DELIVERED,2026-01-30 12:40:45
ORD00649,CUST0212,South,SHIPPED,2024-10-30 08:49:27
ORD00650,CUST0256,East,SHIPPED,2026-01-03 10:58:57
ORD00651,CUST0110,North,PLACED,2026-01-06 07:39:32
ORD00652,CUST0505,North,RETURNED,13-12-2025 15:11:51
ORD00653,CUST0044,West,DELIVERED,2024-07-26 20:42:15
ORD00654,CUST0323,West,RETURNED,2025-05-01 02:22:28
ORD00655,CUST0282,West,SHIPPED,08-10-2025 09:55:02
ORD00656,CUST0524,East,CANCELLED,16-06-2026 07:43:57
ORD00657,CUST0228,South,PLACED,2025-12-09 22:58:56
ORD00658,CUST0539,West,CANCELLED,2025-08-25 18:09:51
ORD00659,CUST0554,North,RETURNED,2024-08-15 08:28:51
ORD00660,CUST0356,West,SHIPPED,2025-01-26 23:58:08
ORD00661,CUST0469,North,RETURNED,2024-11-21 20:54:21
ORD00662,CUST0472,East,PLACED,2024-08-28 06:27:00
ORD00663,CUST0013,South,CANCELLED,2025-02-18 04:18:49
ORD00664,CUST0595,North,DELIVERED,2024-12-15 11:09:47
ORD00665,CUST0371,East,SHIPPED,2026-03-17 13:27:26
ORD00666,CUST0562,East,SHIPPED,2026-01-04 14:06:57
ORD00667,CUST0276,West,RETURNED,2025-11-04 13:36:57
ORD00668,CUST0352,East,SHIPPED,2025-02-08 06:58:13
ORD00669,CUST0511,West,SHIPPED,2024-08-22 19:29:53
ORD00670,CUST0430,East,DELIVERED,2025-07-08 17:24:55
ORD00671,,East,CANCELLED,2025-12-03 03:29:19
ORD00672,CUST0185,South,RETURNED,2024-07-19 01:16:40
ORD00673,CUST0235,North,DELIVERED,2024-09-02 07:23:25
ORD00674,CUST0242,West,CANCELLED,2025-05-10 10:47:17
ORD00675,CUST0201,South,SHIPPED,2025-12-07 12:09:33
ORD00676,CUST0485,North,SHIPPED,2025-02-08 07:30:34
ORD00677,CUST0432,West,SHIPPED,2025-12-09 12:47:27
ORD00678,CUST0530,East,CANCELLED,2026-05-05 09:53:41
ORD00679,CUST0308,East,RETURNED,2026-06-21 15:01:29
ORD00680,,North,CANCELLED,2025-12-07 07:04:49
ORD00681,CUST0102,South,PLACED,2025-04-18 08:53:20
ORD00682,CUST0221,East,CANCELLED,2026-05-14 21:18:24
ORD00683,CUST0099,West,DELIVERED,2024-10-04 09:09:34
ORD00684,CUST0267,East,DELIVERED,2024-07-27 09:33:47
ORD00685,CUST0574,East,DELIVERED,2025-02-24 18:25:48
ORD00686,CUST0021,West,PLACED,2026-05-17 07:37:12
ORD00687,CUST0360,South,RETURNED,2026-05-29 17:43:48
ORD00688,CUST0590,South,DELIVERED,2025-11-28 23:49:07
ORD00689,CUST0364,East,RETURNED,2025-05-08 19:13:57
ORD00690,CUST0500,West,PLACED,2025-01-08 03:12:46
ORD00691,CUST0391,East,CANCELLED,2025-05-04 06:42:08
ORD00692,CUST0149,South,DELIVERED,2025-08-11 13:47:46
ORD00693,CUST0432,West,PLACED,2026-01-14 19:28:32
ORD00694,CUST0082,South,DELIVERED,2024-09-27 22:39:54
ORD00695,CUST0234,East,DELIVERED,2026-06-14 15:18:50
ORD00696,CUST0299,East,RETURNED,2025-03-14 14:26:34
ORD00697,CUST0405,East,CANCELLED,2025-07-24 00:40:29
ORD00698,CUST0372,West,CANCELLED,2026-05-16 19:43:57
ORD00699,CUST0172,South,PLACED,2025-10-19 08:47:15
ORD00700,CUST0129,South,DELIVERED,2025-08-29 10:55:34
