order_item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00500,ORD00206,PROD0305,4,3782.09,27
ITEM00501,ORD00512,PROD0143,5,5829.45,48
ITEM00502,ORD00660,PROD0483,4,6337.09,42
ITEM00503,ORD00618,PROD0487,4,3669.21,32
ITEM00504,ORD00286,PROD0076,-4,181.57,16
ITEM00505,ORD00502,PROD0255,2,2728.85,8
ITEM00506,ORD00031,PROD0051,1,1239.11,31
ITEM00507,ORD00695,PROD0014,2,920.63,43
ITEM00508,ORD00335,PROD0079,3,5045.46,6
ITEM00509,ORD00079,PROD0339,5,2274.69,50
ITEM00510,ORD00478,PROD0104,3,2809.5,31
ITEM00511,ORD00517,PROD0134,-5,4634.81,34
ITEM00512,ORD00560,PROD0010,1,7711.56,7
ITEM00513,ORD00393,PROD0231,3,4107.27,28
ITEM00514,ORD00471,PROD0019,1,1774.94,42
ITEM00515,ORD00311,PROD0453,2,507.12,8
ITEM00516,ORD00320,PROD0367,4,4505.36,7
ITEM00517,ORD00583,PROD0346,4,7161.69,43
ITEM00518,ORD00553,PROD0293,4,2970.58,10
ITEM00519,ORD00519,PROD0029,4,6160.12,37
ITEM00520,ORD00387,PROD0316,3,1250.18,18
ITEM00521,ORD00329,PROD0032,1,6912.88,8
ITEM00522,ORD00376,PROD0179,-5,2209.06,40
ITEM00523,ORD00350,PROD0195,1,6639.24,22
ITEM00524,ORD00422,PROD0180,1,3389.4,15
ITEM00525,ORD00241,PROD0332,3,4902.74,44
ITEM00526,ORD00068,PROD0445,3,5586.71,10
ITEM00527,ORD00021,PROD0276,3,3945.5,42
ITEM00528,ORD00433,PROD0291,5,3849.02,17
ITEM00529,ORD00021,PROD0357,4,242.56,20
ITEM00530,ORD00387,PROD0293,4,2839.41,6
ITEM00531,ORD00501,PROD0052,2,5782.87,32
ITEM00532,ORD00684,PROD0174,2,1399.69,23
ITEM00533,ORD00447,PROD0104,4,2789.05,50
ITEM00534,ORD00078,PROD0431,5,556.73,16
ITEM00535,ORD00049,PROD0153,5,3083.62,14
ITEM00536,ORD00640,PROD0381,1,5252.21,37
ITEM00537,ORD00098,PROD0304,3,2395.04,36
ITEM00538,ORD00544,PROD0244,4,5552.18,50
ITEM00539,ORD00079,PROD0334,3,2190.61,19
ITEM00540,ORD00444,PROD0340,5,4392.53,26
ITEM00541,ORD00412,PROD0129,5,3266.78,42
ITEM00542,ORD00561,PROD0093,1,6334.14,33
ITEM00543,ORD00192,PROD0296,4,4918.72,47
ITEM00544,ORD00479,PROD0138,5,3219.25,49
ITEM00545,ORD00445,PROD0479,5,5516.7,3
ITEM00546,ORD00535,PROD0103,3,798.09,15
ITEM00547,ORD00155,PROD0383,3,5923.88,26
ITEM00548,ORD00327,PROD0441,1,4801.6,26
ITEM00549,ORD00274,PROD0422,3,6825.86,16
ITEM00550,ORD00616,PROD0121,4,3152.48,9
ITEM00551,ORD00197,PROD0015,2,6036.74,19
ITEM00552,ORD00476,PROD0249,5,777.09,27
ITEM00553,ORD00663,PROD0464,1,690.52,17
ITEM00554,ORD00140,PROD0015,3,6025.01,17
ITEM00555,ORD00675,PROD0282,2,6538.07,2
ITEM00556,ORD00498,PROD0401,1,3450.89,5
ITEM00557,ORD00322,PROD0309,3,1630.11,26
ITEM00558,ORD00373,PROD0344,1,485.36,46
ITEM00559,ORD00144,PROD0121,1,3476.14,32
ITEM00560,ORD00124,PROD0268,5,5327.97,33
ITEM00561,ORD00258,PROD0255,1,2435.32,7
ITEM00562,ORD00321,PROD0169,5,5612.49,47
ITEM00563,ORD00242,PROD0479,4,4763.79,6
ITEM00564,ORD00180,PROD0110,3,1997.4,16
ITEM00565,ORD00604,PROD0029,4,6669.93,44
ITEM00566,ORD00116,PROD0163,5,3017.71,43
ITEM00567,ORD00253,PROD0494,3,3544.73,9
ITEM00568,ORD00372,PROD0244,3,6610.17,1
ITEM00569,ORD00661,PROD0496,5,2993.03,47
ITEM00570,ORD00679,PROD0410,1,2875.96,50
ITEM00571,ORD00688,PROD0123,3,5206.15,19
ITEM00572,ORD00655,PROD0491,3,1428.65,43
ITEM00573,ORD00125,PROD0274,-2,3164.78,24
ITEM00574,ORD00009,PROD0466,4,3342.58,16
ITEM00575,ORD00309,PROD0047,2,734.31,10
ITEM00576,ORD00450,PROD0324,3,1278.83,49
ITEM00577,ORD00660,PROD0209,1,4483.73,5
ITEM00578,ORD00504,PROD0242,4,7769.28,21
ITEM00579,ORD00433,PROD0449,1,4553.3,44
ITEM00580,ORD00268,PROD0260,1,5147.26,38
ITEM00581,ORD00561,PROD0378,3,4691.68,1
ITEM00582,ORD00054,PROD0329,2,3835.7,50
ITEM00583,ORD00657,PROD0070,1,5442.56,40
ITEM00584,ORD00313,PROD0161,5,558.71,10
ITEM00585,ORD00256,PROD0265,2,5386.53,43
ITEM00586,ORD00421,PROD0406,3,3942.55,47
ITEM00587,ORD00137,PROD0134,2,5111.45,20
ITEM00588,ORD00289,PROD0102,1,6469.35,11
ITEM00589,ORD00403,PROD0449,4,4696.6,36
ITEM00590,ORD00230,PROD0011,1,6478.42,41
ITEM00591,ORD00627,PROD0321,2,2512.29,29
ITEM00592,ORD00204,PROD0135,2,5093.97,39
ITEM00593,ORD00440,PROD0308,3,405.23,23
ITEM00594,ORD00175,PROD0485,5,975.08,45
ITEM00595,ORD00539,PROD0223,4,192.48,31
ITEM00596,ORD00122,PROD0115,2,5059.37,50
ITEM00597,ORD00273,PROD0148,4,1561.37,27
ITEM00598,ORD00212,PROD0308,2,514.09,18
ITEM00599,ORD00694,PROD0097,4,4321.31,50
ITEM00600,ORD00150,PROD0015,3,6321.46,15
ITEM00601,ORD00633,PROD0231,2,3592.13,43
ITEM00602,ORD00663,PROD0235,1,4444.93,8
ITEM00603,ORD00332,PROD0499,4,2664.37,45
ITEM00604,ORD00393,PROD0363,4,4414.67,16
ITEM00605,ORD00075,PROD0049,5,3173.11,21
ITEM00606,ORD00241,PROD0242,3,7908.27,42
ITEM00607,ORD00613,PROD0364,1,4200.98,32
ITEM00608,ORD00635,PROD0196,3,2572.58,42
ITEM00609,ORD00380,PROD0068,5,4653.91,11
ITEM00610,ORD00267,PROD0087,5,6324.39,21
ITEM00611,ORD00480,PROD0068,1,5076.57,33
ITEM00612,ORD00444,PROD0073,3,607.09,2
ITEM00613,ORD00131,PROD0256,3,6384.01,27
ITEM00614,ORD00290,PROD0463,3,3322.93,48
ITEM00615,ORD00271,PROD0265,3,4810.79,10
ITEM00616,ORD00324,PROD0378,4,5113.42,9
ITEM00617,ORD00570,PROD0437,4,3260.22,9
ITEM00618,ORD00056,PROD0118,2,2253.08,16
ITEM00619,ORD00168,PROD0362,4,1723.78,31
ITEM00620,ORD00042,PROD0227,3,3733.31,35
ITEM00621,ORD00497,PROD0235,4,4595.79,46
ITEM00622,ORD00152,PROD0064,-3,4063.97,18
ITEM00623,ORD00185,PROD0428,2,5444.22,17
ITEM00624,ORD00577,PROD0457,5,4408.05,0
ITEM00625,ORD00539,PROD0393,5,546.71,4
ITEM00626,ORD00253,PROD0394,4,4990.18,21
ITEM00627,ORD00027,PROD0146,1,5922.6,37
ITEM00628,ORD00109,PROD0429,3,3364.86,5
ITEM00629,ORD00472,PROD0426,4,6681.37,17
ITEM00630,ORD00609,PROD0337,1,3875.51,2
ITEM00631,ORD00672,PROD0319,4,4751.74,46
ITEM00632,ORD00583,PROD0067,2,7707.07,41
ITEM00633,ORD00290,PROD0166,1,6255.04,35
ITEM00634,ORD00617,PROD0196,1,2198.31,11
ITEM00635,ORD00246,PROD0495,4,3687.37,13
ITEM00636,ORD00167,PROD0199,4,1292.02,48
ITEM00637,ORD00670,PROD0079,1,4594.93,27
ITEM00638,ORD00318,PROD0463,5,2879.94,42
ITEM00639,ORD00099,PROD0427,3,5185.49,31
ITEM00640,ORD00457,PROD0454,4,2459.79,36
ITEM00641,ORD00615,PROD0217,1,3069.23,23
ITEM00642,ORD00629,PROD0096,4,244.27,5
ITEM00643,ORD00042,PROD0263,3,3172.64,43
ITEM00644,ORD00230,PROD0332,2,5364.2,33
ITEM00645,ORD00645,PROD0332,5,4208.71,29
ITEM00646,ORD00448,PROD0041,4,4386.28,8
ITEM00647,ORD00308,PROD0431,2,610.26,18
ITEM00648,ORD00583,PROD0025,5,3406.78,2
ITEM00649,ORD00526,PROD0056,5,3193.65,6
ITEM00650,ORD00476,PROD0339,5,2302.02,22
ITEM00651,ORD00261,PROD0300,1,6159.54,1
ITEM00652,ORD00117,PROD0380,4,3731.18,11
ITEM00653,ORD00403,PROD0024,1,4563.84,45
ITEM00654,ORD00305,PROD0161,5,675.06,48
ITEM00655,ORD00687,PROD0231,5,4059.26,21
ITEM00656,ORD00192,PROD0109,2,3408.06,38
ITEM00657,ORD00266,PROD0447,-1,6357.17,1
ITEM00658,ORD00006,PROD0203,1,5296.57,41
ITEM00659,ORD00489,PROD0236,4,1166.38,47
ITEM00660,ORD00617,PROD0372,4,3551.24,39
ITEM00661,ORD00370,PROD0354,4,7528.0,5
ITEM00662,ORD00129,PROD0070,1,5106.69,1
ITEM00663,ORD00193,PROD0440,1,1658.17,41
ITEM00664,ORD00149,PROD0333,2,1432.16,40
ITEM00665,ORD00552,PROD0098,1,5452.91,29
ITEM00666,ORD00152,PROD0243,4,4582.44,10
ITEM00667,ORD00157,PROD0379,4,3234.75,30
ITEM00668,ORD00021,PROD0441,4,4737.25,12
ITEM00669,ORD00302,PROD0292,4,558.4,0
ITEM00670,ORD00106,PROD0323,4,4710.53,31
ITEM00671,ORD00593,PROD0306,5,224.06,2
ITEM00672,ORD00500,PROD0205,4,5106.73,46
ITEM00673,ORD00627,PROD0479,4,4784.36,3
ITEM00674,ORD00541,PROD0010,4,6910.96,35
ITEM00675,ORD00066,PROD0138,4,3287.04,7
ITEM00676,ORD00507,PROD0319,3,4928.11,27
ITEM00677,ORD00022,PROD0083,3,2153.67,30
ITEM00678,ORD00353,PROD0225,2,904.72,37
ITEM00679,ORD00348,PROD0472,-5,7285.63,45
ITEM00680,ORD00673,PROD0240,2,436.81,46
ITEM00681,ORD00400,PROD0492,4,7416.81,43
ITEM00682,ORD00669,PROD0377,3,3550.46,10
ITEM00683,ORD00637,PROD0107,3,5140.96,5
ITEM00684,ORD00684,PROD0248,2,1785.84,10
ITEM00685,ORD00621,PROD0252,1,2765.57,31
ITEM00686,ORD00311,PROD0121,2,3462.38,1
ITEM00687,ORD00368,PROD0452,3,5335.6,10
ITEM00688,ORD00179,PROD0424,5,5073.67,4
ITEM00689,ORD00346,PROD0221,1,6649.43,7
ITEM00690,ORD00576,PROD0115,4,5166.06,21
ITEM00691,ORD00364,PROD0394,1,5116.65,35
ITEM00692,ORD00274,PROD0459,2,1318.91,32
ITEM00693,ORD00619,PROD0343,1,5014.31,28
ITEM00694,ORD00469,PROD0493,1,241.15,50
ITEM00695,ORD00626,PROD0313,1,5810.86,2
ITEM00696,ORD00520,PROD0054,2,5310.8,13
ITEM00697,ORD00371,PROD0081,3,2920.09,48
ITEM00698,ORD00519,PROD0256,1,5373.0,23
ITEM00699,ORD00343,PROD0420,2,2394.02,12
ITEM00700,ORD00450,PROD0497,4,1008.25,0
ITEM00701,ORD00252,PROD0428,4,4850.98,32
ITEM00702,ORD00176,PROD0044,3,3765.23,48
ITEM00703,ORD00425,PROD0185,2,3223.09,48
ITEM00704,ORD00543,PROD0216,-2,5566.41,27
ITEM00705,ORD00424,PROD0471,4,3855.55,33
ITEM00706,ORD00699,PROD0186,1,5609.67,49
ITEM00707,ORD00011,PROD0368,5,1851.51,5
ITEM00708,ORD00347,PROD0162,4,3747.49,10
ITEM00709,ORD00445,PROD0032,4,7237.74,42
ITEM00710,ORD00657,PROD0078,5,6041.61,40
ITEM00711,ORD00677,PROD0449,-5,4729.82,26
ITEM00712,ORD00412,PROD0454,5,2740.77,46
ITEM00713,ORD00322,PROD0466,3,2559.93,17
ITEM00714,ORD00541,PROD0313,2,5623.46,28
ITEM00715,ORD00660,PROD0106,5,6067.32,39
ITEM00716,ORD00668,PROD0227,3,3638.65,50
ITEM00717,ORD00665,PROD0208,2,2509.27,5
ITEM00718,ORD00038,PROD0276,3,4403.55,46
ITEM00719,ORD00130,PROD0267,5,5915.71,5
ITEM00720,ORD00524,PROD0283,3,4523.9,48
ITEM00721,ORD00651,PROD0082,1,6012.41,50
ITEM00722,ORD00553,PROD0304,3,2371.61,49
ITEM00723,ORD00312,PROD0372,4,4286.85,7
ITEM00724,ORD00062,PROD0431,3,564.64,32
ITEM00725,ORD00363,PROD0064,1,4934.92,7
ITEM00726,ORD00460,PROD0153,5,3387.12,29
ITEM00727,ORD00348,PROD0121,5,3470.91,40
ITEM00728,ORD00682,PROD0274,5,2653.01,19
ITEM00729,ORD00292,PROD0342,5,1134.99,45
ITEM00730,ORD00387,PROD0267,2,5593.79,33
ITEM00731,ORD00597,PROD0099,3,3330.29,9
ITEM00732,ORD00436,PROD0425,4,5822.39,3
ITEM00733,ORD00436,PROD0455,2,4459.62,28
ITEM00734,ORD00080,PROD0190,5,2719.94,35
ITEM00735,ORD00532,PROD0399,4,6804.94,37
ITEM00736,ORD00511,PROD0326,4,3614.59,44
ITEM00737,ORD00502,PROD0375,4,5526.02,9
ITEM00738,ORD00518,PROD0066,4,4639.75,8
ITEM00739,ORD00526,PROD0442,5,2442.55,13
ITEM00740,ORD00467,PROD0243,1,5681.38,35
ITEM00741,ORD00379,PROD0472,1,6809.46,26
ITEM00742,ORD00113,PROD0062,-3,3013.0,2
ITEM00743,ORD00536,PROD0079,1,4696.51,23
ITEM00744,ORD00311,PROD0151,4,1055.32,9
ITEM00745,ORD00146,PROD0402,5,5406.98,19
ITEM00746,ORD00291,PROD0111,2,5113.92,31
ITEM00747,ORD00003,PROD0063,5,5263.37,2
ITEM00748,ORD00428,PROD0247,5,3351.27,28
ITEM00749,ORD00346,PROD0401,4,3925.16,46
ITEM00750,ORD00621,PROD0068,2,5363.42,29
ITEM00751,ORD00461,PROD0342,4,973.21,46
ITEM00752,ORD00334,PROD0046,5,2378.53,26
ITEM00753,ORD00397,PROD0120,4,4987.69,2
ITEM00754,ORD00687,PROD0456,4,2754.82,41
ITEM00755,ORD00091,PROD0444,2,4834.27,36
ITEM00756,ORD00646,PROD0408,3,2447.56,7
ITEM00757,ORD00660,PROD0287,1,5291.33,39
ITEM00758,ORD00555,PROD0296,1,6058.24,33
ITEM00759,ORD00194,PROD0385,4,4827.17,1
ITEM00760,ORD00124,PROD0338,5,6076.59,1
ITEM00761,ORD00282,PROD0403,2,2726.65,45
ITEM00762,ORD00594,PROD0228,1,4152.07,38
ITEM00763,ORD00329,PROD0206,5,4158.45,1
ITEM00764,ORD00349,PROD0224,2,1580.04,33
ITEM00765,ORD00325,PROD0196,3,1999.21,6
ITEM00766,ORD00555,PROD0087,3,5692.81,16
ITEM00767,ORD00092,PROD0079,3,5505.43,43
ITEM00768,ORD00174,PROD0031,5,4845.56,11
ITEM00769,ORD00028,PROD0366,1,6099.0,6
ITEM00770,ORD00328,PROD0073,4,758.27,16
ITEM00771,ORD00385,PROD0483,1,5762.65,15
ITEM00772,ORD00612,PROD0301,2,3550.96,48
ITEM00773,ORD00517,PROD0198,1,3389.06,20
ITEM00774,ORD00476,PROD0284,4,3814.29,1
ITEM00775,ORD00418,PROD0325,2,7430.16,1
ITEM00776,ORD00276,PROD0284,5,4572.85,15
ITEM00777,ORD00569,PROD0334,2,2065.58,26
ITEM00778,ORD00457,PROD0043,5,4054.94,9
ITEM00779,ORD00383,PROD0277,2,3986.34,34
ITEM00780,ORD00434,PROD0493,5,209.42,0
ITEM00781,ORD00476,PROD0493,5,199.57,10
ITEM00782,ORD00001,PROD0031,4,4004.17,16
ITEM00783,ORD00697,PROD0195,3,7441.59,13
ITEM00784,ORD00600,PROD0431,5,568.38,10
ITEM00785,ORD00547,PROD0289,1,5093.68,25
ITEM00786,ORD00126,PROD0426,2,7205.62,17
ITEM00787,ORD00443,PROD0108,5,6669.98,20
ITEM00788,ORD00699,PROD0485,3,1137.05,48
ITEM00789,ORD00464,PROD0140,2,4294.83,20
ITEM00790,ORD00350,PROD0108,4,7534.31,21
ITEM00791,ORD00017,PROD0468,2,5043.83,0
ITEM00792,ORD00624,PROD0244,1,6748.69,43
ITEM00793,ORD00178,PROD0212,5,5051.04,45
ITEM00794,ORD00501,PROD0391,4,6642.22,50
ITEM00795,ORD00665,PROD0334,1,2211.87,42
ITEM00796,ORD00456,PROD0345,1,3238.7,24
ITEM00797,ORD00616,PROD0184,4,4186.26,49
ITEM00798,ORD00009,PROD0064,4,4427.73,12
ITEM00799,ORD00456,PROD0005,2,2797.36,48
ITEM00800,ORD00288,PROD0349,3,1580.28,39
ITEM00801,ORD00641,PROD0156,2,2635.0,31
ITEM00802,ORD00372,PROD0019,3,1951.48,45
ITEM00803,ORD00621,PROD0108,1,6082.43,40
ITEM00804,ORD00406,PROD0057,3,4142.74,31
ITEM00805,ORD00175,PROD0283,2,4701.84,36
ITEM00806,ORD00689,PROD0350,5,6307.45,4
ITEM00807,ORD00603,PROD0066,1,3909.98,36
ITEM00808,ORD00234,PROD0452,5,5926.62,17
ITEM00809,ORD00197,PROD0435,1,5810.27,44
ITEM00810,ORD00695,PROD0273,5,4031.74,35
ITEM00811,ORD00465,PROD0002,4,5447.06,41
ITEM00812,ORD00054,PROD0438,3,3679.18,26
ITEM00813,ORD00281,PROD0063,5,5448.74,23
ITEM00814,ORD00530,PROD0389,1,4299.8,14
ITEM00815,ORD00049,PROD0143,4,5730.11,20
ITEM00816,ORD00006,PROD0201,-2,2066.69,36
ITEM00817,ORD00026,PROD0378,2,5404.74,27
ITEM00818,ORD00077,PROD0470,2,1175.58,21
ITEM00819,ORD00319,PROD0033,1,3540.93,27
ITEM00820,ORD00025,PROD0304,3,2810.01,15
ITEM00821,ORD00111,PROD0243,2,6003.33,3
ITEM00822,ORD00342,PROD0267,2,7103.95,49
ITEM00823,ORD00615,PROD0318,4,6366.97,40
ITEM00824,ORD00458,PROD0297,1,2944.49,3
ITEM00825,ORD00035,PROD0194,3,4598.73,44
ITEM00826,ORD00067,PROD0401,2,3458.43,28
ITEM00827,ORD00057,PROD0155,5,3603.7,4
ITEM00828,ORD00105,PROD0347,1,3473.12,18
ITEM00829,ORD00391,PROD0206,1,4940.05,26
ITEM00830,ORD00239,PROD0443,5,5369.03,39
ITEM00831,ORD00011,PROD0233,4,6799.67,27
ITEM00832,ORD00636,PROD0318,1,5648.96,43
ITEM00833,ORD00027,PROD0233,-5,6532.7,12
ITEM00834,ORD00111,PROD0053,1,6727.03,4
ITEM00835,ORD00608,PROD0405,2,2457.58,8
ITEM00836,ORD00653,PROD0261,3,2751.92,30
ITEM00837,ORD00636,PROD0228,2,3537.19,2
ITEM00838,ORD00062,PROD0066,3,4481.44,32
ITEM00839,ORD00668,PROD0387,3,4856.19,34
ITEM00840,ORD00150,PROD0076,-4,193.29,21
ITEM00841,ORD00299,PROD0189,1,4345.11,42
ITEM00842,ORD00695,PROD0075,1,4177.18,35
ITEM00843,ORD00056,PROD0217,3,2610.8,12
ITEM00844,ORD00656,PROD0466,2,3221.52,21
ITEM00845,ORD00194,PROD0342,4,1141.89,29
ITEM00846,ORD00615,PROD0355,3,2213.98,36
ITEM00847,ORD00344,PROD0316,3,1134.75,10
ITEM00848,ORD00108,PROD0233,1,6861.94,0
ITEM00849,ORD00655,PROD0115,2,5497.03,13
ITEM00850,ORD00245,PROD0247,3,3855.09,24
ITEM00851,ORD00211,PROD0205,2,5561.29,0
ITEM00852,ORD00372,PROD0006,1,1939.69,35
ITEM00853,ORD00118,PROD0073,3,670.11,40
ITEM00854,ORD00600,PROD0468,3,4210.39,1
ITEM00855,ORD00204,PROD0102,3,6013.97,16
ITEM00856,ORD00179,PROD0174,5,1256.86,12
ITEM00857,ORD00023,PROD0091,3,4225.35,1
ITEM00858,ORD00694,PROD0071,4,3231.45,7
ITEM00859,ORD00347,PROD0480,2,2243.27,15
ITEM00860,ORD00379,PROD0415,3,2992.43,33
ITEM00861,ORD00639,PROD0452,4,6164.22,4
ITEM00862,ORD00122,PROD0074,2,1943.09,12
ITEM00863,ORD00546,PROD0194,3,3922.38,27
ITEM00864,ORD00652,PROD0126,1,692.56,37
ITEM00865,ORD00194,PROD0438,5,3530.88,9
ITEM00866,ORD00336,PROD0127,1,1200.39,17
ITEM00867,ORD00130,PROD0436,5,6429.13,31
ITEM00868,ORD00215,PROD0373,1,609.5,50
ITEM00869,ORD00680,PROD0315,1,4556.8,24
ITEM00870,ORD00661,PROD0385,5,4650.25,33
ITEM00871,ORD00476,PROD0092,3,6799.55,33
ITEM00872,ORD00495,PROD0367,4,4487.66,37
ITEM00873,ORD00411,PROD0327,5,5085.47,13
ITEM00874,ORD00225,PROD0459,2,1181.55,15
ITEM00875,ORD00406,PROD0112,3,1772.09,24
ITEM00876,ORD00586,PROD0081,3,2562.86,5
ITEM00877,ORD00138,PROD0385,1,4541.08,33
ITEM00878,ORD00361,PROD0118,5,2257.0,32
ITEM00879,ORD00637,PROD0173,4,1311.64,27
ITEM00880,ORD00419,PROD0189,4,4097.25,24
ITEM00881,ORD00026,PROD0092,4,5922.8,41
ITEM00882,ORD00078,PROD0184,1,4340.86,32
ITEM00883,ORD00526,PROD0280,1,1286.86,14
ITEM00884,ORD00101,PROD0061,1,791.12,34
ITEM00885,ORD00206,PROD0171,2,1543.74,16
ITEM00886,ORD00310,PROD0382,3,326.08,38
ITEM00887,ORD00142,PROD0438,5,4193.5,0
ITEM00888,ORD00307,PROD0145,3,6984.46,25
ITEM00889,ORD00416,PROD0421,5,5609.86,0
ITEM00890,ORD00484,PROD0335,5,5556.55,9
ITEM00891,ORD00408,PROD0117,2,4973.16,13
ITEM00892,ORD00486,PROD0120,5,5358.15,35
ITEM00893,ORD00480,PROD0370,4,5092.53,5
ITEM00894,ORD00321,PROD0434,2,3844.43,44
ITEM00895,ORD00428,PROD0108,4,6565.6,35
ITEM00896,ORD00031,PROD0192,2,805.77,8
ITEM00897,ORD00313,PROD0483,1,6608.43,42
ITEM00898,ORD00364,PROD0174,2,1323.92,43
ITEM00899,ORD00414,PROD0391,5,6194.49,37
ITEM00900,ORD00024,PROD0291,1,3869.48,9
ITEM00901,ORD00339,PROD0291,-5,3861.2,36
ITEM00902,ORD00401,PROD0196,2,2553.94,4
ITEM00903,ORD00548,PROD0198,-2,3602.08,21
ITEM00904,ORD00584,PROD0493,4,220.79,19
ITEM00905,ORD00096,PROD0088,1,387.32,11
ITEM00906,ORD00033,PROD0424,-5,5837.82,11
ITEM00907,ORD00204,PROD0036,4,2370.93,14
ITEM00908,ORD00299,PROD0338,5,5866.83,3
ITEM00909,ORD00378,PROD0266,1,970.67,26
ITEM00910,ORD00401,PROD0081,1,2464.12,26
ITEM00911,ORD00490,PROD0381,1,4787.82,13
ITEM00912,ORD00134,PROD0446,2,5979.06,45
ITEM00913,ORD00681,PROD0244,2,6233.67,19
ITEM00914,ORD00602,PROD0104,5,2851.45,29
ITEM00915,ORD00283,PROD0104,1,3061.9,28
ITEM00916,ORD00066,PROD0423,4,1530.39,15
ITEM00917,ORD00539,PROD0169,5,5825.75,29
ITEM00918,ORD00474,PROD0295,1,5527.57,18
ITEM00919,ORD00662,PROD0452,4,5319.29,45
ITEM00920,ORD00305,PROD0201,5,2369.58,11
ITEM00921,ORD00426,PROD0128,2,4995.2,46
ITEM00922,ORD00443,PROD0235,4,5774.6,11
ITEM00923,ORD00583,PROD0049,4,3836.93,2
ITEM00924,ORD00246,PROD0454,2,2316.39,40
ITEM00925,ORD00551,PROD0150,1,5778.55,46
ITEM00926,ORD00223,PROD0466,4,2903.23,48
ITEM00927,ORD00567,PROD0063,3,4835.66,6
ITEM00928,ORD00517,PROD0393,3,586.17,10
ITEM00929,ORD00259,PROD0107,5,4241.03,1
ITEM00930,ORD00075,PROD0328,4,6235.59,47
ITEM00931,ORD00409,PROD0439,2,661.93,0
ITEM00932,ORD00257,PROD0059,2,2650.76,47
ITEM00933,ORD00476,PROD0249,4,597.37,35
ITEM00934,ORD00673,PROD0125,4,4348.48,17
ITEM00935,ORD00166,PROD0088,1,380.16,11
ITEM00936,ORD00302,PROD0064,5,4915.06,10
ITEM00937,ORD00080,PROD0344,1,525.44,9
ITEM00938,ORD00452,PROD0184,2,4238.29,2
ITEM00939,ORD00692,PROD0273,2,4266.16,3
ITEM00940,ORD00651,PROD0416,5,5680.01,45
ITEM00941,ORD00676,PROD0460,1,2240.14,19
ITEM00942,ORD00455,PROD0027,5,4530.9,49
ITEM00943,ORD00387,PROD0393,2,675.33,23
ITEM00944,ORD00245,PROD0103,1,695.18,1
ITEM00945,ORD00015,PROD0173,-2,1398.61,4
ITEM00946,ORD00226,PROD0491,1,1389.77,42
ITEM00947,ORD00172,PROD0371,2,5331.11,32
ITEM00948,ORD00111,PROD0418,3,3472.6,40
ITEM00949,ORD00195,PROD0320,2,2997.88,25
ITEM00950,ORD00439,PROD0062,2,2711.02,22
ITEM00951,ORD00332,PROD0089,1,737.11,20
ITEM00952,ORD00013,PROD0200,2,1440.0,4
ITEM00953,ORD00674,PROD0418,3,3814.63,23
ITEM00954,ORD00045,PROD0035,2,4380.46,49
ITEM00955,ORD00614,PROD0256,1,6323.9,50
ITEM00956,ORD00583,PROD0088,3,417.27,38
ITEM00957,ORD00333,PROD0324,4,1212.38,49
ITEM00958,ORD00137,PROD0171,2,1527.04,44
ITEM00959,ORD00326,PROD0436,4,4969.64,1
ITEM00960,ORD00624,PROD0467,5,6257.04,32
ITEM00961,ORD00656,PROD0380,2,4111.24,45
ITEM00962,ORD00014,PROD0120,1,5401.99,7
ITEM00963,ORD00317,PROD0122,4,3478.95,39
ITEM00964,ORD00082,PROD0031,2,4127.99,18
ITEM00965,ORD00207,PROD0078,4,6331.21,2
ITEM00966,ORD00244,PROD0473,5,1688.26,28
ITEM00967,ORD00337,PROD0069,3,4645.36,50
ITEM00968,ORD00041,PROD0267,4,6571.63,18
ITEM00969,ORD00025,PROD0118,-3,2480.83,13
ITEM00970,ORD00553,PROD0028,2,3644.25,44
ITEM00971,ORD00228,PROD0312,4,5627.31,11
ITEM00972,ORD00453,PROD0323,1,3627.6,31
ITEM00973,ORD00072,PROD0489,2,4852.28,9
ITEM00974,ORD00210,PROD0065,1,6062.08,35
ITEM00975,ORD00210,PROD0121,5,2996.42,46
ITEM00976,ORD00479,PROD0160,2,4033.77,15
ITEM00977,ORD00435,PROD0091,5,3510.42,18
ITEM00978,ORD00591,PROD0230,2,1673.57,50
ITEM00979,ORD00493,PROD0041,3,4516.32,10
ITEM00980,ORD00483,PROD0226,4,977.36,47
ITEM00981,ORD00444,PROD0390,2,3601.21,50
ITEM00982,ORD00494,PROD0011,4,5659.83,5
ITEM00983,ORD00308,PROD0305,5,3818.47,46
ITEM00984,ORD00180,PROD0132,4,2845.43,29
ITEM00985,ORD00291,PROD0193,5,5259.45,4
ITEM00986,ORD00342,PROD0070,-4,5114.55,12
ITEM00987,ORD00005,PROD0007,5,5248.4,23
ITEM00988,ORD00504,PROD0208,4,2547.61,47
ITEM00989,ORD00383,PROD0197,4,5404.45,37
ITEM00990,ORD00073,PROD0210,1,6248.71,7
ITEM00991,ORD00395,PROD0478,5,1227.53,48
ITEM00992,ORD00447,PROD0491,-3,1380.38,48
ITEM00993,ORD00357,PROD0261,4,2981.22,23
ITEM00994,ORD00060,PROD0334,4,2454.31,47
ITEM00995,ORD00253,PROD0125,4,4202.04,23
ITEM00996,ORD00647,PROD0362,1,1854.73,41
ITEM00997,ORD00152,PROD0134,5,4789.86,43
ITEM00998,ORD00151,PROD0131,2,6414.2,42
ITEM00999,ORD00166,PROD0007,1,5305.53,41
